stage,protocol,domain,seed,condition,basis_scope,view_name,method,positive_mode,ssl_rank,auc_of_auroc,auc_of_selacc,earliest_gt_0_6,auroc_at_100,stop_acc_at_100,label_fraction,n_labeled_problems,pseudo_threshold,n_pseudo,pseudo_precision
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_pseudo,shared,denoise_full,denoise,same_run,16,0.9490893660478077,0.9972527472527473,0.1,0.9787604463528202,0.75,0.25,26,0.95,1651,0.9588128407026045
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_agreement,shared,denoise_full,denoise,same_run,16,0.9525180327236199,0.9972527472527473,0.1,0.9793012169853827,0.75,0.25,26,0.95,1507,0.9701393497013935
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,no_basis_lr,none,raw+rank,lr,n/a,0,0.958588726508258,0.9989010989010989,0.1,0.9839273483503943,0.7142857142857143,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_svd,shared,canonical_svd,svd_lr,n/a,0,0.9595726291071031,0.9972527472527473,0.1,0.9818148756836396,0.75,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_sup,shared,adjacent_full,cca,same_run,4,0.8736078356337785,0.9972527472527473,0.1,0.9347301156470504,0.75,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_pseudo,shared,adjacent_full,cca,same_run,4,0.8730832071876714,0.9972527472527473,0.1,0.9347914795445439,0.75,0.5,52,0.95,882,0.9172335600907029
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_agreement,shared,adjacent_full,cca,same_run,4,0.8723774597838292,0.9967032967032967,0.1,0.9347993421952128,0.75,0.5,52,0.95,814,0.9398034398034398
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_sup,shared,adjacent_full,cca,same_run,16,0.9162532280798501,0.9961538461538462,0.1,0.9784155897171389,0.75,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_pseudo,shared,adjacent_full,cca,same_run,16,0.9157645344208462,0.9961538461538462,0.1,0.9784228915951388,0.75,0.5,52,0.95,1146,0.9450261780104712
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_agreement,shared,adjacent_full,cca,same_run,16,0.9173932326044245,0.9967032967032967,0.1,0.978414534026138,0.75,0.5,52,0.95,971,0.9536560247167868
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_sup,shared,token_pair,rrr,same_run,4,0.7032694502107308,0.9351648351648352,0.1,0.7248102792249204,0.7142857142857143,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,task_ssl_sup,task_specific,token_pair,rrr,same_run,4,0.7131807114163884,0.9390109890109891,0.1,0.7475314198102928,0.7142857142857143,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_pseudo,shared,token_pair,rrr,same_run,4,0.7032766334424078,0.9351648351648352,0.1,0.7248593177407647,0.7142857142857143,0.5,52,0.95,17,0.8823529411764706
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_agreement,shared,token_pair,rrr,same_run,4,0.7032751667408998,0.9351648351648352,0.1,0.7248302001578983,0.7142857142857143,0.5,52,0.95,6,0.8333333333333334
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_sup,shared,token_pair,rrr,same_run,16,0.9361113707009643,0.9983516483516484,0.1,0.970573586702427,0.7142857142857143,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,task_ssl_sup,task_specific,token_pair,rrr,same_run,16,0.9454249236983818,0.9956043956043956,0.1,0.9766683955218486,0.75,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_pseudo,shared,token_pair,rrr,same_run,16,0.9369036936758909,0.9972527472527473,0.1,0.9706390462167143,0.7142857142857143,0.5,52,0.95,998,0.9529058116232465
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_agreement,shared,token_pair,rrr,same_run,16,0.9364143794241364,0.9967032967032967,0.1,0.9706870490179484,0.7142857142857143,0.5,52,0.95,869,0.952819332566168
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_sup,shared,denoise_full,denoise,same_run,4,0.7438622107196053,0.9483516483516484,0.1,0.8087143764366417,0.7142857142857143,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,task_ssl_sup,task_specific,denoise_full,denoise,same_run,4,0.7784141307112163,0.9642857142857143,0.1,0.8315755634951566,0.7142857142857143,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_pseudo,shared,denoise_full,denoise,same_run,4,0.7438667555568775,0.9483516483516484,0.1,0.8087579599368302,0.7142857142857143,0.5,52,0.95,261,0.9042145593869731
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_agreement,shared,denoise_full,denoise,same_run,4,0.7438617265074855,0.9483516483516484,0.1,0.8087048814689494,0.7142857142857143,0.5,52,0.95,125,0.952
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_sup,shared,denoise_full,denoise,same_run,16,0.958632107585581,0.9972527472527473,0.1,0.9812042317781363,0.75,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,task_ssl_sup,task_specific,denoise_full,denoise,same_run,16,0.9591681822960698,0.9978021978021978,0.1,0.980589172759893,0.75,0.5,52,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_pseudo,shared,denoise_full,denoise,same_run,16,0.9585972992545423,0.9972527472527473,0.1,0.9811088426072254,0.75,0.5,52,0.95,1118,0.9543828264758497
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_agreement,shared,denoise_full,denoise,same_run,16,0.9585848730688366,0.9972527472527473,0.1,0.9810657502758878,0.75,0.5,52,0.95,1007,0.9622641509433962
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,no_basis_lr,none,raw+rank,lr,n/a,0,0.9592586128464928,0.9972527472527473,0.1,0.9836845179065727,0.75,1.0,104,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_svd,shared,canonical_svd,svd_lr,n/a,0,0.9584097919893468,0.9978021978021978,0.1,0.9821534171623567,0.75,1.0,104,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_sup,shared,adjacent_full,cca,same_run,4,0.871414599819113,0.9961538461538462,0.1,0.9358506918540026,0.75,1.0,104,nan,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_pseudo,shared,adjacent_full,cca,same_run,4,0.871414599819113,0.9961538461538462,0.1,0.9358506918540026,0.75,1.0,104,0.95,0,nan
ssl_semisup,85/15 grouped holdout by dataset+problem_id across cache+cache_train; split_seed=42,math,42,frozen_ssl_agreement,shared,adjacent_full,cca,same_run,4,0.871414599819113,0.9961538461538462,0.1,0.9358506918540026,0.75,1.0,104,0.95,0,nan
